"x"
"That'sgreat!!"
"CIA should come clean"
"The COVID-19 False Flag is SO strong, that even some of the MOST ardent Trump supporting/freedom loving Americans are having a hard time speaking against this MADNESS.

THIS MUST CHANGE. 
ENOUGH IS ENOUGH!!!"
"No matter what."
"Love Kevin McCarthy. Watch him blast Nancy Pelosi"
"Schindlers list"
"Trump dropped a little hint about leaving twitter at his rally. He was beyond pissed about Kayleigh McEnany’s twitter being suspended and the censoring of the Hunter Biden story. 

Let’s see if we can get Trump to come to Parler."
"Beautiful! Thank you Patriots!"
"Congratulations to Tucker Carlson.

He now has the highest rated show in cable news history!"
"Word of encouragement from Lawyer and amazing human being @linwood 

#dontgiveup #stopthesteal"
"All charges should be filed. We do have a 2 tier justice system. Democrats vs America. We are held to even a higher standard than politicians"
"Watch their next strategy is, Barr is being vindictive. Democrats are cowards."
"I'm 100% in for Trump victory. I can't see any scenario in which he doesn't win in epic fashion.

That being said, here's my guarantee. Either Trump wins the election or I'm giving up social media forever. I can't do this in a world where nothing makes any sense and the only thing that makes sense is a Trump win.

So I'm all in. Either Trump wins, or I find something else to do with my life."
"Que lucidez!"
"Free Roger Stone!!!! 🇺🇸
He Did Nothing wrong!"
"Nossa, quanta gente do ""mais amor"", especialmente na esquerda e na mídia, desejando a morte do Bolsonaro.

São os gabinetes do amor, as redações do amor, os manifestantes de atos democráticos, são as True News, as afirmações verificadas, as contas autênticas... É o ódio do bem."
"He and family need to arrested and hung for treason"
"TRUTH 🇺🇸 SMOKE AND MIRRORS TO APPEASE THE RESTLESS HORDES"
"Ponder all you want. I won’t be watching any longer."
"Evidence"
"Agree with you 100 percent!"
"Look out you evil doers President Trump and his army are coming for you!!!"
"SAME PEOPLE TELLING YOU NOT WEARING A MASK COULD TAKE SOMEONES LIFE ARE IN THESE STREETS DEMANDING FOR A FREE OPTION TO TERMINATE LIFE THAT HIS ITS ENTIRE EXISTENCE TO LIVE, THE LEFT IS THE DAMN VIRUS"
"A big Lyin Hidden Biden supporter!!!"
"Same as the general election, Another steal with no consequences . This will make them cheat even more in 2022 and beyond , are we done or do we revolt ?"
"List #3 The Unity List: Help em out.
1000-4999 followers.
👉 Add and Echo 👈

@121517912a
@1gini
@4usa564
@Alexandrejmachador
@angus
@Aristocrat
@INFANTRY11B40
@BarbConservative
@Berta777
@Beththomas1959
@bgreen72
@Biff01
@Billy1948
@Binomanfredi
@BitspawnGG
@BlankSlateBrad
@bobodelayuca2
@BonnieTalerico
@BradEnzo
@GrassMoreGreener

@blocked
@Carrebear1971
@CarrieVA
@CatherineEckstein
@Celiagignac61
@Cethomas19
@ChrisNStephaniePotter
@ChristianAmerican2020
@ClarkDenson
@Cole45
@CongressHouseMakesMeSick
@Countrybib
@crnshwcindy
@Cschram50
@Czeromski
@DAdrian96
@Delinwest
@Dervoice
@Deserthawk1956
@DET3

@blocked
@Dfleacircus
@DickTurpin
@DisruptiveCore
@Dj15851
@DoctorDemocracy
@Donnellybrideen
@Christmastimebaby
@DragnetforTruth
@blocked
@Dsrtvet
@Dtom28
@Dz3007
@Edgarhenriques
@Ekcamacho71
@Evenste2013
@Forgotten1
@Freebird3535
@Freesistance
@Frenchy62

@Gideonfl
@Gipperguy
@gitfiddl
@Goldygirl
@GrandpaB46
@Grasslandm
@smallvoice
@imadjtfan
@iREEDgud
@Irish0820"
"Very last line......

 “violated the Elector’s Clause.”"
"Look at this freaking number # We have citizens dieing in the streets under bridges stop this crazy madness !"
"HE DID))"
"This platform is 💯 times better. Fave patriots like @ChatByCC are here and more faves joining every day. I’m
Experiencing true interactions and what shadow banning has done to my Twitter experience. Totally different! I get to use my Block and Mute button as intended and no @ jack pulling the strings!"
"My controversial opinion: pre-recent surgery and especially a few years ago, Kamala Harris was smoking for a politician."
"Not a man in the room. Well none of the so called leaders has ever really worked in there life. We now have a government of corrupt cowards. And anyone that supports them is just as guilty. ITT take a special kind of scumbag to protect the people destroying your country. This shows wouldn’t be brave without people protecting them. 
Next step goodbye 2 amendment unless you work for the baby killers"
"Damn straight. And it’s time. So start running we will jive ya a head start. Just to make it fun."
"#Echo #Echo"
"Democrats think that they are above the law.

We will show them they are not."
"I don't know whats happening with the sudden dropoff with numbers on PARLER.. it's like I'm being shadowbanned on here too... but I guess I need to re-echo this out today... since 5 hrs ago it wasn't getting traction. God bless ..."
"ECHO if you can't wait to read William Barr's FISA abuse report!"
"I just invented a 500 dollar pill for constipation that works amazing. You give a person the pill and they swallow it, then you tell em the price and TaDa.....they crap their pants!"
"#dnc #billclinton #hillaryclinton #hrc #joebiden #ridinwithbiden #barackobama #michelleobama #obama #kamalaharris #ilanomar #aoc #thesquad #gop #deepstate #pedogate #pizzagate #jeffreyepstein #ghislainemaxwell #lolitaexpress #epsteinisland #pedowood #hollywood #tomhanks #hanx #oprahwinfrey #ellendegeneres #msm #cnn #msnbc #disney #abc #foxnews #netflix #fox #andersoncooper #donlemon #jackdorsey #markzuckerberg #twitter #facebook #google #bigtech #humantrafficking #sextrafficking #censorship #soros #georgesoros #chuckschumer #nancypelosi #blm #antifa #blacklivesmatter #sunrisemovement #socialism #communisim #savethechildren #saveourchildren #2a #2ndamendment #covid19 #cv19 #coronavirus #hcq #HCQworks #anthonyfauci #billgates #gatesfoundation #cdc #who #unitednations #globalist #satanist #backtheblue #trumptrain #maga #kag #trump2020"
"Did someone forget to raise their kids not to cheat??
I think they will get a lesson in prison."
"#pedogate #hollywoodisevil #thesepeoplearesick #pizzagateisreal"
"#trumpwon"
"If you assume the exact opposite to be true of everything the Democrats say, you’ll arrive at the truth. Classic Marxist tactics accusing the opposition of what they are actually engaged in. They rely on uneducated and uninformed support to spread their agenda. Don’t buy it! 🇺🇸"
