"x"
"BREAKING: General Flynn reveals his original lawyers asked him for dirt on President Trump in order to aid Special Counsel Mueller's Russiagate investigation"
"🇺🇸
Listen up any indoctrinated leftist CCP sympathizers"
"Thank you! Please get this info out!!"
"Good News, my brothers killer has finally been taking into custody. Not on my brothers murder and sister in laws attempted murder but on violating his parole.No one should have to fight for justice, the justice system should be fighting for them. I am keeping notes on all the things we have had to do. Until the system changes, I want others to know what they can do if they ever have to go through something like this."
"This so called religion of peace keeps murdering and beheading people. The latest victims were innocent elderly Christians who went to church to pray and were behaved bu a peaceful follower of Islam shouting Allahu Ackbar. My guess this peaceful Muslim was also one of these peaceful migrants the MSM keeps telling us about."
"White Americans have spent months feeling alienated, confused, insulted, blamed & discounted. This bizarre moment of racial minority uprising isn’t revelatory, authentic or interesting-it’s just twilight zone-ish, off-putting & exhausting.
& Dems are going all in on this til Nov."
"Um, WAITING"
"Parler gets a bookmark feature when?"
"That’s almost better than cuomo."
"He thinks we are idiots like him"
"Yes he should be removed."
"@SenatorPatToomey @JimJordan @TedCruz @SenMikeLee @MitchMcConnell @blocked @GovCuomo @GovTomWolf @GovBrianKemp"
"Amen, I live among these idiots that allow this garbage. I'm a LEGAL immigrant and abhor what they are doing to OUR country."
"Ainda bem que o presidente Bolsonaro ouviu a robozada e cancelou a nomeação do Renato Feder para o MEC, já que a ABIN não conseguiu levantar a biografia do sujeito que poderia por em risco uma pasta estratégica para nosso país!"
"Sadly most ""DONT KNOW"" 
BIO of the Democrats Idol,
""MARGARET SANGER"" &
HER Monsterous Ideas as
the Planned Parenthood 
inspiration ""Sanger"" 
preached Sterilization of
People of Color, Disabled Orphans*POOR were targeted TOO...
""Sterilization was HER Song"".. and GOAL to ""Put Down"" anyone who ""Powerful felt
""Might be Inferior"" 
to the Pseudo Elites

@Azvallee @Red4ProLife @Noabortion2020 @DFBHarvard @PastorDave @Pastormayhew @Noabortion247 @ColSDM @StopLiberals @Latina4Trump @Measmom @RHINOHunter @MartiJo @RealElizabethjohnston @Mommax3inCA @NoGutz @TrishRegan @MarthaMyDear @mommags2579 @SUPERDQT @blocked @Amy @imsupermom @KeepLivin @blocked @MaryKelly12 @Megsays @ConservativeLatina @Marklutchman @blocked @davidwebbshow @Giannocaldwell @SheriffClarke @Jcnphx @PrayingMedic @David @TheRealPrayingMedic @blocked @EricTrump @blocked @blocked @Seanhannity1 @SeanHannity @BevelynBeatty @Cbusgal @PastorCynthia @PastorCurt"
"@highsteaQs"
"Since the leftist are hellbent on destroying American history, here’s an idea. I think every movie, video and book about Black Slavery that happened centuries ago should be destroyed because 
They’re absolutely sickening and I personally I believe they agitate black ppl and promote white hate.
The very idea that our government wants reparations paid to black ppl for Slavery that happened centuries ago is preposterous.
Why can’t all races unite and work together to end a most heinous slavery that is going on right now, right here in our own Country?
I’m talking about the Sex Slave industry. 
This is something that affects ALL races. Babies, toddlers, children, teens and young adults are being abducted or born into Sex Slavery every single day. Don’t their lives matter?
We need to help these ppl.
If we could, as a nation come together and wage a war against this most heinous atrocity that affects ALL races, wouldn’t that unite us? We need to help these innocents."
"LOVE YOU PRESIDENT TRUMP"
"Make her famous, help get her arrested."
"MI witness: she is among many who have testified that every time a GOP worker was removed everyone clapped and cheered and this is what drove her to testify today. She says it pushed her over the edge."
"Step up patriots!"
"There are only 2 genders!!!!
1) Trump won the 2020 election 
2) Epstein didn’t kill himself"
"Echo"
"EXACTLY"
"There was another explosion in Sweden. This time in the staircase to family apartments.

There has now been 8 explosions in just 12 days.

So far this year there has been 101 explosions in Sweden. This is resembling a war-zone.

Why isn't this bigger news?"
"#dnc #billclinton #hillaryclinton #hrc #joebiden #ridinwithbiden #barackobama #michelleobama #obama #kamalaharris #ilanomar #aoc #thesquad #gop #deepstate #pedogate #pizzagate #jeffreyepstein #ghislainemaxwell #lolitaexpress #epsteinisland #pedowood #hollywood #tomhanks #hanx #oprahwinfrey #ellendegeneres #msm #cnn #msnbc #disney #abc #foxnews #netflix #fox #andersoncooper #donlemon #jackdorsey #markzuckerberg #twitter #facebook #google #bigtech #humantrafficking #sextrafficking #censorship #soros #georgesoros #chuckschumer #nancypelosi #blm #antifa #blacklivesmatter #sunrisemovement #socialism #communisim #savethechildren #saveourchildren #2a #2ndamendment #covid19 #cv19 #coronavirus #hcq #HCQworks #anthonyfauci #billgates #gatesfoundation #cdc #who #unitednations #globalist #satanist #backtheblue #trumptrain #maga #kag #trump2020"
"Amen"
"Damn, that is impressive."
"I remember this, I posted this on F.B and it was taken down as ""harmful content"". Well.....Thankfully and Thank you Parler....It is safe now."
"Chris Wallace has lost any shred of credibility he had with the “help” he just gave Biden regarding Hunter AND bringing up the Charlottesville LIE AGAIN‼️"
"Our founding fathers knew what they were doing!!"
"Investigate!!!"
"HANG BILL AND MELINDA GATES"
"Those in the know are aware that George HW Bush was a traitor.

Turn up the heat in hell!!!"
"Wake up Americans"
"Is it really necessary to threaten Americans with punishment if they do not wear masks inside their own homes? For a disease that, without severe comorbidities such as diabetes and heart disease, is fatal in less than 0.4 percent of cases? Is our freedom of religion and of assembly really so worthless? Is it possible that thousands of years of human striving for liberty can be thrown away over such an ephemeral fright?
 #maga #trump2020landslide #americafirst"
"ReEcho A Lot"
"And hateful."
"@TuckerCarlson 

For supporters of Tucker Carlson, how did you feel about his “opening monologue” and his rant about Sidney Powell today:

If he is so concerned about the “truth”, let us tell him the truth

-You are a paid media shill who has now been bought off

-Did you ask where is the evidence for over 3 years of Russia collusion hoax? - No, not until the later stages. It is just two weeks now after the election

-BTW Sidney Powell does not need to provide you detailed evidence - you are not the one she needs to prove anything to

-Finally, too much accolades got to your head that you think you are the be all and end all. You will fall just like Fox News did

Time for an unfollow and no more Tucker Carlson ever!!"
"What an amazing President, compassionate, caring and just wonderful human being !"
"It’s January 1, 2021 and Donald J. Trump is still YOUR PRESIDENT"
"LauraLoomerForCongress.com"
"More proof for the fucking sheep"
"Support her......Jesus matter's"
"This needs to end in 2021 
#nationaltaxstrike"
"We had the same over here with ""Yorkshire Tea"". No problem I'd say, Tetley or PG from now on. Let's alienate the majority while you virtue signal. Idiots!!"
"There are several felonies there..........."
"Eu torço para que recebas em dobro tudo que desejas aos outros..."
"Old slow Joe Biden speaking out yesterday about the slowdown of vaccine distribution. Till someone explained to him that the federal government delivered it to all states. Any slowdown is the fault of blue state governors. #vaccine #vaccination #Trump"
"Prison time... a long one for these idiots. Dispicable."
"Yes but leave the little white girl."
"Absolutely, demand!!

Start calling all your D.C. reps. Let's load up the D.C. switchboard. 

#trump2020landslide 🇺🇸🇺🇸🇺🇸"
"POS"
"Just talked about proud boys and real men today with my daughter in law because my sons are both real men. Because their mother is a real woman. We all identify as freedom loving American people. The second protects the first"
"Welfare state. 90%of Muslims are on subsidies. You're working for them."
"Let’s GO!!
BREAKING REPORT: The State of Georgia has announced it will face RECOUNT. (AP)

#stopthesteal"
