"x"
"EXCUSE THE LANGUAGE BUT SHE HAS A TRUE MESSAGE FROM THE HEART & MIND!!!!!
PRAY FOR HER & HER FAMILY!!!!"
"I just joined Parler! Looking forward to meeting everyone here."
"Hey Dems! Time to rely on the science! Where are ya???"
"Let her know 
Washington DC office
202 225-4965

San Francisco District Office
415 556-4862"
"Awesome dad good job we will live and die for our freedom stand up America people"
"Surprised that the Israeli MOSSAD hasn't killed this piece of shit he was responsible for more Israeli deaths than the combined efforts of the PLO"
"ECHO ECHO ECHO 
🚨🚨🚨🚨🚨🚨🚨🚨"
"WE DAMN SURE ARE SICKEM GEN FLYNN IS INNOCENT"
"Gee if China, Russia or N.Korea only declared themselves a ""Religion of Peace"".....the world would be so much better...."
"There’s not a thinking person alive who doesn’t see that claims of RUSSIAN HACKING OF ELECTION Trump’s claims of voter fraud both fall into the same category of ordinary poltical rhetoric. 

It’s the different treatment that stands out."
"#patriots #trumptrain #trump2020 #trump"
"Its a MAN"
"Been saying this for 90 days now,,"
"In 1981 Obama traveled to Pakistan w/ his roommates:

Wahid Hamid
Vinai Thummalapally
Mohammed Chandio

Guess who else happened to be in Pakistan the exact same time?

John Brennan, CIA

Brennan who planned BO’s coup on Trump.

All planned long ago.

There are no coincidences."
"How will this time in History be remembered?

As one that rose up against Tyranny for Freedom?
Or
As one that ended with Tyrannical Socialist Rule?"
"I second the motion."
"VICTORY IS COMING!!!
STAY TUNED!!!
BE PATIENT!!!
DON'T GIVE UP!!!!
TRUTH WILL PREVAIL!!!
TOO MUCH IS AT STAKE!!!!"
"We absolutely know that. I'm so sorry for the loss of your brave son. He hasn't been forgotten. I just want you to know people care. It can't erase your pain. You are not alone."
"Shit he’s at least 60% true approval!"
"Joe Biden had maybe 13 people at his press conference today yet he is up 150 points in the polls."
"Echo echo echo"
"Damn straight huckleberries in season"
"The capitulation of every corporation of note to the Neo-Maoist mob demonstrates that capitalism alone is not enough - in fact, it is an accelerator of our decline. The corporations will, as the Marxists say, ”sell the rope to hang themselves with.”

But there is more to life than what is at the bottom of a plastic bag. There must be a cohesive set of core cultural ideas to oppose this madness, and even more importantly, solidarity in the defence of reason. We have none of this at present."
"Why are y’all not following @Bankoferyka ?

Entrepreneur. Bitcoin Jedi. Revolutionary. And will make you melt with a smile."
"Now Mr. Grosskreutz, you know what our REAL heroes face every day in the military. You aren’t worthy to take out their garbage."
"One of the people and Organizations you're going to find on my list, is this one: Project Veritas. 

 They are what TRUE INVESTIGATIVE JOURNALISM? USED TO BE."
"her little baby face voice... she's a waste of time. this guy has been in the trenches... let her go be a cop for awhile and come back and tell us about it"
"ECHO ECHO ECHO 
🚨🚨🚨🚨🚨🚨🚨🚨🚨"
"So...anybody here interested in the #TuesdayTreatsRide where the newest among us meet the not-so-new? 
C'mon, then! Let's mingle and tingle...

Only on your #PowerTrain --->>>

Carriage #0092

Please FOLLOW AND ECHO ALL conductors:

@moon52
@FATHEROFESSEN
@Jkk7178
@MeetMichael
@AK1Coleman
@Carolsievers88
@Mickelodoole
@JanAurora
@Dsware123
@tc69
@Barnett20Todd
@SilentGarden
@lakemonstercl
@Pinkk9lover
@rannonymous
@Eckelpaulark
@Lorettashere
@PhoenixRising

Yes, Powtriots, it's boarding time for us:

@DawnLawson24
@OWRaceFan
@Suz2106
@FreedomFight
@MAGAMODES
@Mrs99
@TexianRob
@Courvillewayne
@MEGRN
@Pesha123
@QLyndalou
@SheliM
@Kelticgod
@Aloony75
@Adam1429
@Pegster012759
@DocLanceP
@reesjaime
@Elizabeth0607
@harawomiseru
@Zim4qrv
@elizabethbotros
@Markwamsley
@VetFrom1971
@Asales7
@Dball1040
@JohnnybGood27
@marlamaga
@HowardW
@PoopDog2077
@Midgeturner
@Curlacourville
@doodlebug6428
@blocked
@jklrocks
@Ontime2
@blocked
@Rjs1sau
@LMoConservative
@markbc
@Eblingamy76
@My305rita"
"Obama: ‘I’m Not Yet Ready To Abandon The Possibility Of America’

You mean the “possibility” of the country so great that it ended slavery, integrated and elected a black man as president?

What an absolute moronic thing to say you scumbag."
"I'm going to become Parler famous"
"Twitter, Facebook, CNN, MSNBC etc. will promote any fake news if it is about President Trump, but actual verified fact about Joe Biden must never ever be shared in their world."
"Mitch McConnell hasn’t said one word about #Obamagate. I’m not targeting him specifically, but reminding people that he and many other Republicans ALLOWED the Democrats to get away with SO MUCH during Obama’s Presidency. We should upgrade to better quality Conservatives where possible this election."
"FAKE CHRISTIAN! Commie treasonous POS! 💩💩💩💩"
"ALL IN THE FAMILY!!"
"Hell yes! Trump gets things done! Period! #trump2020 #allactionnotalk"
"It’s way over due"
"I hear an ECHO.........."
"Fucking libtard cocksucker"
"#cuomo belong in prison !

#trumpwon"
"It boils my piss to see this! Illegals come over and get put up
In the Radisson. Go on a stabbing spree bc it’s just not good enough. And here, our serviceman reduced to this. It’s NOT how I want my taxes spent. FFS What is going on!!!!"
"These 4 republicans obviously didn’t read President Trump’s entire tweet."
"Unbelievable!! The people must be oblivious to the truth. Everything is a blame-game!! And it’s all Donald Trumps fault! Fathom that, idiotic isn’t it?"
"It's NOT OVER until God says it's over. 

My Trust is in Him! God has a plan.

We have to continue to trust Him."
"ReEcho A Lot"
"OFFICIAL STOLEN STATE LIST:

1). Wisconsin
2). Michigan
3). Nebraska
4). Nevada
5). Georgia
6). Pennsylvania

Senate races also being stolen."
"Love Brendan. Wish he would seriously go into politics & I’d love him as an MP."
"Please join me in welcoming @Mkinney15 to Parler.
Here is a list of GREAT people, both conductors and patriots to help you get started properly!
@moon52
@fatherofessen
@janaurora
@lakemonstercl
@mickelodoole
@carolsievers88
@cmccbyfaith
@tc69
@pinkk9lover
@phoenixrising
@johnbugaj
@lipstickandyellowroses
@willywonka
@chatbycc
@janlange
@rightoftheright
@silentgarden
@freedomsexplained"
"👇👇👇👇👇👇👇👇👇👇👇👇
ECHO if you stand behind our GREAT Commander-in-Chief #DonaldJTrump
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸"
"The only time Antifa throws a punch is when it is from behind and/or on old people who are completely alone while they are in a big squad.
P*ssies!"
"Yes. God help us."
"Wondering about impact of Dominion software? The days of no-trail are past...give an engineer the data...wham! Dig into this!"
"We will continue to see GOP members follow suit. The words “BIBLICAL” and “RELEASE THE KRAKEN” were used when describing the soon to be released info because it’s going to reveal treason in both parties. How else could it have gone on this long?"
"This should go viral. Kamala Harris has no integrity and never did."
"CRIMINAL DEMOCRATS ARE TRYING TO STEAL THIS ELECTION FROM TRUMP, WE WILL STOP THEM NO MATTER WHAT! WWG1WGA, #STINCHFIELDSARMY"
"Guess Who my Patriots? It’s time for another Favorite Ride and these next trains are from #MickeysDepot🛸🛸 Wow, I’ve missed the @Mickelodoole☘️☘️ trains. It seems like forever, & it has been since the glitches de-railed me. So, let’s get busy. It’s Mickey’s Train #761🛸🛸 Please FOLLOW ALL, UPVOTE, AND ECHO! Let’s give our Brilliant & Talented Conductor @Mickelodoole☘️ Patriotic Fist Bumps 👊👊 for his great Trains. Please be sure you FOLLOW him and if you want notifications please click the bell. 🔔 As we stand together with @Mickelodoole☘️and his #MickeysDepot trains🛸🛸 let’s send out Prayers 🙏 for President Trump, his Lawyers, and America. It’s time to head to this next round of Fun Trains. Have an Amazing Ride! #MickeysDepot #cd9tc #StopTheSteal #ExposeTheTraitors #FlipTheVote #StayStrongPatriots #GodBlessAmerica"
"A lot of people come up to me and say to me, “Joe, what exactly will you do to make America better?” C’mon, man! I was Vice President for 16 years in the Barrack O’Biden Administration. I know exactly how to get things done. I was responsible for moving the equator further south, so that the effects of global warming weren’t as drastic for the fine people in the State of Topeka."
"بمناسبة اني حليت حلو بقى ايكو وهرسم اللي اقدر عليه منكم على قدي كدا😂💖"
"We love Tucker !!"
"Looting is not protesting. How sad that the memory of George Floyd has been lost in lieu of stealing and burning down local businesses and homes. #GeorgeFloyd"
"Joe Biden is not my President"
"Be there for your friends and neighbors when they figure it out!
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸"
"Pease come on Parler"
"This is NOT good....but we’re ready Patriots!!!!!🇺🇸❤️"
"DO IT CONGRESSMAN ISSA AMERICA NEEDS U BACK 👏🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸"
